"module name","licenses","repository","licenseUrl","parents"
"@types/babel__generator@7.6.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","server"
"@types/babel__template@7.4.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","server"
"@types/babel__traverse@7.20.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","server"
"@types/bcrypt@5.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","server"
"@types/body-parser@1.19.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","server"
"@types/cacheable-request@6.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","server"
"@types/connect@3.4.38","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","server"
"@types/cookie@0.6.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","pronote"
"@types/cookiejar@2.1.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","server"
"@types/cors@2.8.17","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","server"
"@types/express-serve-static-core@4.19.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","server"
"@types/express@4.17.21","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","server"
"@types/graceful-fs@4.1.9","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","server"
"@types/hammerjs@2.0.45","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","pronote"
"@types/http-cache-semantics@4.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","server"
"@types/http-errors@2.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","server"
"@types/istanbul-lib-coverage@2.0.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","server"
"@types/istanbul-lib-report@3.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","server"
"@types/istanbul-reports@3.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","server"
"@types/jest@29.5.12","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","server"
"@types/jsdom@20.0.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","pronote"
"@types/json-schema@7.0.15","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","pronote"
"@types/jsonwebtoken@9.0.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","pronote"
"@types/keyv@3.1.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","server"
"@types/methods@1.1.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","server"
"@types/mime@1.3.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","server"
"@types/node-forge@1.3.11","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","pronote"
"@types/node@18.19.33","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","pronote"
"@types/node@20.12.12","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","server"
"@types/prop-types@15.7.12","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","pronote"
"@types/qs@6.9.15","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","server"
"@types/range-parser@1.2.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","server"
"@types/react-native-vector-icons@6.4.18","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","pronote"
"@types/react-native@0.70.19","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","pronote"
"@types/react-test-renderer@18.3.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","pronote"
"@types/react@18.2.79","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","pronote"
"@types/responselike@1.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","server"
"@types/send@0.17.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","server"
"@types/serve-static@1.15.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","server"
"@types/stack-utils@2.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","server"
"@types/superagent@8.1.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","server"
"@types/supertest@6.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","server"
"@types/tough-cookie@4.0.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","pronote"
"@types/yargs-parser@21.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","server"
"@types/yargs@15.0.19","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","@react-native-community/cli-server-api:pronote"
"@types/yargs@17.0.32","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","server"
"@urql/core@2.3.6","MIT","https://github.com/FormidableLabs/urql","https://github.com/FormidableLabs/urql/raw/master/LICENSE","pronote"
"@urql/exchange-retry@0.3.0","MIT","https://github.com/FormidableLabs/urql","https://github.com/FormidableLabs/urql/raw/master/LICENSE","pronote"
"@web3-storage/multipart-parser@1.0.0","(Apache-2.0 AND MIT)","https://github.com/web3-storage/multipart-parser","https://github.com/web3-storage/multipart-parser","pronote"
"@xmldom/xmldom@0.7.13","MIT","https://github.com/xmldom/xmldom","https://github.com/xmldom/xmldom/raw/master/LICENSE","pronote"
"@xmldom/xmldom@0.8.10","MIT","https://github.com/xmldom/xmldom","https://github.com/xmldom/xmldom/raw/master/LICENSE","plist:pronote"
"@zxing/text-encoding@0.9.0","(Unlicense OR Apache-2.0)","https://github.com/zxing-js/text-encoding","https://github.com/zxing-js/text-encoding/raw/master/LICENSE.md","pronote"
"abab@2.0.6","BSD-3-Clause","https://github.com/jsdom/abab","https://github.com/jsdom/abab/raw/master/LICENSE.md","pronote"
"abbrev@1.1.1","ISC","http://github.com/isaacs/abbrev-js","http://github.com/isaacs/abbrev-js/raw/master/LICENSE","server"
"abort-controller@3.0.0","MIT","https://github.com/mysticatea/abort-controller","https://github.com/mysticatea/abort-controller/raw/master/LICENSE","pronote"
"accepts@1.3.8","MIT","https://github.com/jshttp/accepts","https://github.com/jshttp/accepts/raw/master/LICENSE","server"
"acorn-globals@7.0.1","MIT","https://github.com/ForbesLindesay/acorn-globals","https://github.com/ForbesLindesay/acorn-globals/raw/master/LICENSE","pronote"
"acorn-walk@8.3.2","MIT","https://github.com/acornjs/acorn","https://github.com/acornjs/acorn/raw/master/LICENSE","pronote"
"acorn@8.11.3","MIT","https://github.com/acornjs/acorn","https://github.com/acornjs/acorn/raw/master/LICENSE","pronote"
"agent-base@6.0.2","MIT","https://github.com/TooTallNate/node-agent-base","https://github.com/TooTallNate/node-agent-base","server"
"aggregate-error@3.1.0","MIT","https://github.com/sindresorhus/aggregate-error","https://github.com/sindresorhus/aggregate-error/raw/master/license","pronote"
"ajv-formats@2.1.1","MIT","https://github.com/ajv-validator/ajv-formats","https://github.com/ajv-validator/ajv-formats/raw/master/LICENSE","pronote"
"ajv-keywords@5.1.0","MIT","https://github.com/epoberezkin/ajv-keywords","https://github.com/epoberezkin/ajv-keywords/raw/master/LICENSE","pronote"
"ajv@8.13.0","MIT","https://github.com/ajv-validator/ajv","https://github.com/ajv-validator/ajv/raw/master/LICENSE","pronote"
"anser@1.4.10","MIT","https://github.com/IonicaBizau/anser","https://github.com/IonicaBizau/anser/raw/master/LICENSE","pronote"
"ansi-escapes@4.3.2","MIT","https://github.com/sindresorhus/ansi-escapes","https://github.com/sindresorhus/ansi-escapes/raw/master/license","server"
"ansi-escapes@6.2.1","MIT","https://github.com/sindresorhus/ansi-escapes","https://github.com/sindresorhus/ansi-escapes/raw/master/license","jest-watch-typeahead:pronote"
"ansi-fragments@0.2.1","MIT","https://github.com/zamotany/ansi-fragments","https://github.com/zamotany/ansi-fragments","pronote"
"ansi-regex@0.2.1","MIT","https://github.com/sindresorhus/ansi-regex","https://github.com/sindresorhus/ansi-regex","has-ansi:pronote"
"ansi-regex@4.1.1","MIT","https://github.com/chalk/ansi-regex","https://github.com/chalk/ansi-regex/raw/master/license","ora:pronote"
"ansi-regex@5.0.1","MIT","https://github.com/chalk/ansi-regex","https://github.com/chalk/ansi-regex/raw/master/license","server"
"ansi-regex@6.0.1","MIT","https://github.com/chalk/ansi-regex","https://github.com/chalk/ansi-regex/raw/master/license","@isaacs/cliui:pronote"
"ansi-styles@1.1.0","MIT","https://github.com/sindresorhus/ansi-styles","https://github.com/sindresorhus/ansi-styles","license-checker:pronote"
"ansi-styles@3.2.1","MIT","https://github.com/chalk/ansi-styles","https://github.com/chalk/ansi-styles/raw/master/license","@babel/highlight:server"
"ansi-styles@4.3.0","MIT","https://github.com/chalk/ansi-styles","https://github.com/chalk/ansi-styles/raw/master/license","server"
"ansi-styles@5.2.0","MIT","https://github.com/chalk/ansi-styles","https://github.com/chalk/ansi-styles/raw/master/license","pretty-format:server"
"ansi-styles@6.2.1","MIT","https://github.com/chalk/ansi-styles","https://github.com/chalk/ansi-styles/raw/master/license","@isaacs/cliui:pronote"
"any-promise@1.3.0","MIT","https://github.com/kevinbeaty/any-promise","https://github.com/kevinbeaty/any-promise/raw/master/LICENSE","pronote"
"anymatch@3.1.3","ISC","https://github.com/micromatch/anymatch","https://github.com/micromatch/anymatch/raw/master/LICENSE","server"
"appdirsjs@1.2.7","MIT","https://github.com/codingjerk/appdirsjs","https://github.com/codingjerk/appdirsjs","pronote"
"application-config-path@0.1.1","MIT","http://github.com/LinusU/node-application-config-path","http://github.com/LinusU/node-application-config-path/raw/master/LICENSE","pronote"
"aproba@2.0.0","ISC","https://github.com/iarna/aproba","https://github.com/iarna/aproba/raw/master/LICENSE","server"
"arch@2.2.0","MIT","https://github.com/feross/arch","https://github.com/feross/arch/raw/master/LICENSE","server"
"are-we-there-yet@2.0.0","ISC","https://github.com/npm/are-we-there-yet","https://github.com/npm/are-we-there-yet/raw/master/LICENSE.md","server"
"arg@5.0.2","MIT","https://github.com/vercel/arg","https://github.com/vercel/arg/raw/master/LICENSE.md","pronote"
"argparse@1.0.10","MIT","https://github.com/nodeca/argparse","https://github.com/nodeca/argparse/raw/master/LICENSE","server"
"argparse@2.0.1","Python-2.0","https://github.com/nodeca/argparse","https://github.com/nodeca/argparse/raw/master/LICENSE","markdown-it:pronote"
"array-buffer-byte-length@1.0.1","MIT","https://github.com/inspect-js/array-buffer-byte-length","https://github.com/inspect-js/array-buffer-byte-length/raw/master/LICENSE","pronote"
"array-flatten@1.1.1","MIT","https://github.com/blakeembrey/array-flatten","https://github.com/blakeembrey/array-flatten/raw/master/LICENSE","server"
"array-union@2.1.0","MIT","https://github.com/sindresorhus/array-union","https://github.com/sindresorhus/array-union/raw/master/license","pronote"
"arraybuffer.prototype.slice@1.0.3","MIT","https://github.com/es-shims/ArrayBuffer.prototype.slice","https://github.com/es-shims/ArrayBuffer.prototype.slice/raw/master/LICENSE","pronote"
"asap@2.0.6","MIT","https://github.com/kriskowal/asap","https://github.com/kriskowal/asap/raw/master/LICENSE.md","server"
"ast-types@0.15.2","MIT","https://github.com/benjamn/ast-types","https://github.com/benjamn/ast-types/raw/master/LICENSE","pronote"
"astral-regex@1.0.0","MIT","https://github.com/kevva/astral-regex","https://github.com/kevva/astral-regex/raw/master/license","pronote"
"async-limiter@1.0.1","MIT","https://github.com/strml/async-limiter","https://github.com/strml/async-limiter/raw/master/LICENSE","pronote"
"async@2.6.4","MIT","https://github.com/caolan/async","https://github.com/caolan/async/raw/master/LICENSE","pronote"
"async@3.2.3","MIT","https://github.com/caolan/async","https://github.com/caolan/async/raw/master/LICENSE","prompt:pronote"
"asynckit@0.4.0","MIT","https://github.com/alexindigo/asynckit","https://github.com/alexindigo/asynckit/raw/master/LICENSE","server"
"at-least-node@1.0.0","ISC","https://github.com/RyanZim/at-least-node","https://github.com/RyanZim/at-least-node/raw/master/LICENSE","pronote"
"available-typed-arrays@1.0.7","MIT","https://github.com/inspect-js/available-typed-arrays","https://github.com/inspect-js/available-typed-arrays/raw/master/LICENSE","pronote"
"axios@1.7.1","MIT","https://github.com/axios/axios","https://github.com/axios/axios/raw/master/LICENSE","server"
"axios@1.7.2","MIT","https://github.com/axios/axios","https://github.com/axios/axios/raw/master/LICENSE","pronote"
"babel-core@7.0.0-bridge.0","MIT","","","pronote"
"babel-jest@29.7.0","MIT","https://github.com/jestjs/jest","https://github.com/jestjs/jest/raw/master/LICENSE","server"
"babel-plugin-istanbul@6.1.1","BSD-3-Clause","https://github.com/istanbuljs/babel-plugin-istanbul","https://github.com/istanbuljs/babel-plugin-istanbul/raw/master/LICENSE","server"
"babel-plugin-jest-hoist@29.6.3","MIT","https://github.com/jestjs/jest","https://github.com/jestjs/jest/raw/master/LICENSE","server"
"babel-plugin-polyfill-corejs2@0.4.11","MIT","https://github.com/babel/babel-polyfills","https://github.com/babel/babel-polyfills/raw/master/LICENSE","pronote"
"babel-plugin-polyfill-corejs3@0.10.4","MIT","https://github.com/babel/babel-polyfills","https://github.com/babel/babel-polyfills/raw/master/LICENSE","pronote"
"babel-plugin-polyfill-regenerator@0.6.2","MIT","https://github.com/babel/babel-polyfills","https://github.com/babel/babel-polyfills/raw/master/LICENSE","pronote"
"babel-plugin-react-native-web@0.19.11","MIT","https://github.com/necolas/react-native-web","https://github.com/necolas/react-native-web/raw/master/LICENSE","pronote"
"babel-plugin-transform-flow-enums@0.0.2","MIT","https://github.com/facebook/flow","https://github.com/facebook/flow/raw/master/LICENSE","pronote"
"babel-preset-current-node-syntax@1.0.1","MIT","https://github.com/nicolo-ribaudo/babel-preset-current-node-syntax","https://github.com/nicolo-ribaudo/babel-preset-current-node-syntax/raw/master/LICENSE","server"
"babel-preset-expo@11.0.6","MIT","https://github.com/expo/expo","https://github.com/expo/expo","pronote"
"babel-preset-jest@29.6.3","MIT","https://github.com/jestjs/jest","https://github.com/jestjs/jest/raw/master/LICENSE","server"
"balanced-match@1.0.2","MIT","https://github.com/juliangruber/balanced-match","https://github.com/juliangruber/balanced-match/raw/master/LICENSE.md","server"
"base64-js@1.5.1","MIT","https://github.com/beatgammit/base64-js","https://github.com/beatgammit/base64-js/raw/master/LICENSE","pronote"
"bcrypt@5.1.1","MIT","https://github.com/kelektiv/node.bcrypt.js","https://github.com/kelektiv/node.bcrypt.js/raw/master/LICENSE","server"
"better-opn@3.0.2","MIT","https://github.com/ExiaSR/better-opn","https://github.com/ExiaSR/better-opn/raw/master/LICENSE","pronote"
"big-integer@1.6.52","Unlicense","https://github.com/peterolson/BigInteger.js","https://github.com/peterolson/BigInteger.js/raw/master/LICENSE","pronote"
"bignumber.js@9.0.0","MIT","https://github.com/MikeMcl/bignumber.js","https://github.com/MikeMcl/bignumber.js/raw/master/LICENCE","pronote"
"bin-check@4.1.0","MIT","https://github.com/kevva/bin-check","https://github.com/kevva/bin-check/raw/master/license","server"
"bin-version-check@5.1.0","MIT","https://github.com/sindresorhus/bin-version-check","https://github.com/sindresorhus/bin-version-check/raw/master/license","server"
"bin-version@6.0.0","MIT","https://github.com/sindresorhus/bin-version","https://github.com/sindresorhus/bin-version/raw/master/license","server"
"binary-extensions@2.3.0","MIT","https://github.com/sindresorhus/binary-extensions","https://github.com/sindresorhus/binary-extensions/raw/master/license","server"
"bl@4.1.0","MIT","https://github.com/rvagg/bl","https://github.com/rvagg/bl/raw/master/LICENSE.md","pronote"
"body-parser@1.20.2","MIT","https://github.com/expressjs/body-parser","https://github.com/expressjs/body-parser/raw/master/LICENSE","server"
"bplist-creator@0.1.0","MIT","https://github.com/nearinfinity/node-bplist-creator","https://github.com/nearinfinity/node-bplist-creator/raw/master/LICENSE","pronote"
"bplist-parser@0.3.1","MIT","https://github.com/nearinfinity/node-bplist-parser","https://github.com/nearinfinity/node-bplist-parser","simple-plist:pronote"
"bplist-parser@0.3.2","MIT","https://github.com/nearinfinity/node-bplist-parser","https://github.com/nearinfinity/node-bplist-parser","pronote"
"brace-expansion@1.1.11","MIT","https://github.com/juliangruber/brace-expansion","https://github.com/juliangruber/brace-expansion/raw/master/LICENSE","server"
"brace-expansion@2.0.1","MIT","https://github.com/juliangruber/brace-expansion","https://github.com/juliangruber/brace-expansion/raw/master/LICENSE","@swc/cli:server"
"braces@3.0.2","MIT","https://github.com/micromatch/braces","https://github.com/micromatch/braces/raw/master/LICENSE","pronote"
"braces@3.0.3","MIT","https://github.com/micromatch/braces","https://github.com/micromatch/braces/raw/master/LICENSE","server"
"broadcast-channel@3.7.0","MIT","https://github.com/pubkey/broadcast-channel","https://github.com/pubkey/broadcast-channel/raw/master/LICENSE","pronote"
"browserslist@4.23.0","MIT","https://github.com/browserslist/browserslist","https://github.com/browserslist/browserslist/raw/master/LICENSE","server"
"bs-logger@0.2.6","MIT","https://github.com/huafu/bs-logger","https://github.com/huafu/bs-logger/raw/master/LICENSE","server"
"bser@2.1.1","Apache-2.0","https://github.com/facebook/watchman","https://github.com/facebook/watchman","server"
"buffer-alloc-unsafe@1.1.0","MIT","https://github.com/LinusU/buffer-alloc-unsafe","https://github.com/LinusU/buffer-alloc-unsafe","pronote"
"buffer-alloc@1.2.0","MIT","https://github.com/LinusU/buffer-alloc","https://github.com/LinusU/buffer-alloc","pronote"
"buffer-equal-constant-time@1.0.1","BSD-3-Clause","https://github.com/goinstant/buffer-equal-constant-time","https://github.com/goinstant/buffer-equal-constant-time/raw/master/LICENSE.txt","pronote"
"buffer-fill@1.0.0","MIT","https://github.com/LinusU/buffer-fill","https://github.com/LinusU/buffer-fill","pronote"
"buffer-from@1.1.2","MIT","https://github.com/LinusU/buffer-from","https://github.com/LinusU/buffer-from/raw/master/LICENSE","server"
"buffer@5.7.1","MIT","https://github.com/feross/buffer","https://github.com/feross/buffer/raw/master/LICENSE","pronote"
"builtins@1.0.3","MIT","https://github.com/juliangruber/builtins","https://github.com/juliangruber/builtins/raw/master/License","pronote"
